"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added"
"88 Heroes","0","0","9","0","4.99","4.99","0.55","N/A","0.0","0.00","0.00","5","2.39","2017-03-07"
"InfiniPicross","0","0","11","0","0.88","0.88","0.08","0.05","37.5","0.92","0.24","23","0.42","2017-03-07"
"Warface Turkey","0","0","7","0","6.56","6.56","0.94","0.41","56.4","0.00","0.00","14","3.27","2017-03-07"
"Infektor","0","0","6","0","0.88","0.88","0.15","0.10","33.3","0.61","1.41","11","0.39","2017-03-07"
"911 Operator","0","0","7","0","0.98","0.98","0.14","0.40","-185.7","0.44","3.46","126","0.49","2017-03-07"
"Blast-off","0","0","5","0","0.51","0.51","0.10","N/A","0.0","0.00","0.00","14","0.26","2017-03-06"
"Eraser & Builder","0","0","6","0","0.84","0.84","0.14","N/A","0.0","0.00","0.00","1","0.12","2017-03-06"
"The Final Specimen: Arrival","0","0","8","0","2.19","2.19","0.27","N/A","0.0","0.00","0.00","2","0.70","2017-03-06"
"Fated Souls 2","0","0","5","0","0.51","0.51","0.10","N/A","0.0","1.78","6.68","25","0.26","2017-03-06"
"ZombLabs","0","0","6","0","2.22","2.22","0.37","N/A","0.0","0.00","0.00","6","0.97","2017-03-05"
"Tap Adventure: Time Travel","0","0","5","0","3.00","3.00","0.60","0.49","18.3","0.91","0.54","20","1.57","2017-03-05"
"Dimension Jump","0","0","6","0","1.70","1.70","0.28","N/A","0.0","0.00","0.00","5","0.73","2017-03-05"
"SPACE-FRIGHT","0","0","6","0","3.27","3.27","0.55","N/A","0.0","3.24","6.23","11","1.43","2017-03-05"
"Kautic","0","0","15","0","5.94","5.94","0.40","N/A","0.0","0.00","0.00","4","2.43","2017-03-05"
"Star Merchant","0","0","7","0","1.83","1.83","0.26","N/A","0.0","0.62","3.36","13","0.90","2017-03-05"
"Mastema: Out of Hell","0","0","6","0","1.14","1.14","0.19","N/A","0.0","0.64","1.02","7","0.50","2017-03-04"
"Bunny Bounce","0","0","5","0","2.46","2.46","0.49","N/A","0.0","1.93","3.68","16","1.28","2017-03-04"
"Winning Post 8 2017","0","0","8","0","7.71","7.71","0.96","N/A","0.0","10.50","0.00","5","3.34","2017-03-04"
"Spheroids","0","0","8","0","0.91","0.91","0.11","N/A","0.0","0.20","0.20","9","0.38","2017-03-04"
"RunningDead","0","0","5","0","0.65","0.65","0.13","0.10","23.1","0.20","0.11","15","0.34","2017-03-04"
"Hunter's Grimm","0","0","5","0","0.63","0.63","0.13","0.08","38.5","1.98","0.07","26","0.34","2017-03-04"
"Turret Terminator","0","0","5","0","1.05","1.05","0.21","N/A","0.0","0.00","0.00","7","0.55","2017-03-03"
"Ohr","0","0","5","0","0.74","0.74","0.15","N/A","0.0","0.00","0.00","5","0.39","2017-03-03"
"The Lost","0","0","5","0","1.84","1.84","0.37","N/A","0.0","0.44","6.73","21","0.97","2017-03-03"
"School of Talent: SUZU-ROUTE","0","0","8","0","0.94","0.94","0.12","0.20","-66.7","1.08","1.32","20","0.42","2017-03-03"
"Seasteader","0","0","7","0","2.03","2.03","0.29","N/A","0.0","0.00","0.00","1","0.25","2017-03-03"
"Stage Presence","0","0","5","0","0.85","0.85","0.17","0.09","47.1","1.90","0.09","16","0.44","2017-03-03"
"Einlanzer","0","0","15","0","5.91","5.91","0.39","N/A","0.0","0.00","0.00","14","2.71","2017-03-03"
"Escape the Mazes","0","0","5","0","6.61","6.61","1.32","N/A","0.0","0.00","0.00","5","3.44","2017-03-03"
"Base Raid","0","0","6","0","0.47","0.47","0.08","0.54","-575.0","27.61","0.07","19","0.21","2017-03-03"
"A Blind Legend","0","0","5","0","0.44","0.44","0.09","0.06","33.3","0.54","0.16","49","0.23","2017-03-03"
"Hollow Halls","0","0","6","0","7.26","7.26","1.21","N/A","0.0","0.00","0.00","4","3.16","2017-03-02"
"Dark Parables: The Thief and the Tinderbox Collector's Edition","0","0","7","0","5.56","5.56","0.79","N/A","0.0","0.00","0.00","2","2.06","2017-03-02"
"Spooky's Jump Scare Mansion: HD Renovation","0","0","13","0","3.58","3.58","0.28","N/A","0.0","0.70","2.08","15","1.70","2017-03-02"
"Doug and Lily","0","0","6","0","0.53","0.53","0.09","0.36","-300.0","0.00","1.56","20","0.23","2017-03-01"
"Super Cuber","0","0","5","0","0.52","0.52","0.10","0.30","-200.0","0.00","0.00","16","0.26","2017-03-01"
"LOR - League of Runners","0","0","12","0","0.66","0.66","0.06","N/A","0.0","0.75","0.75","18","0.31","2017-03-01"
"Robot Soccer Challenge","0","0","5","0","0.39","0.39","0.08","N/A","0.0","0.00","0.00","6","0.14","2017-03-01"
"Missileman Origins","0","0","5","0","0.45","0.45","0.09","N/A","0.0","1.33","1.48","11","0.23","2017-03-01"
"Blowhards","0","0","7","0","1.06","1.06","0.15","N/A","0.0","0.00","0.00","4","0.52","2017-03-01"
"Village Story","0","0","12","0","0.45","0.45","0.04","0.03","25.0","0.12","0.04","93","0.21","2017-03-01"
"Low Magic Age","0","0","6","0","0.80","0.80","0.13","N/A","0.0","0.33","1.52","18","0.34","2017-03-01"
"Draw The Way","0","0","5","0","0.32","0.32","0.06","N/A","0.0","0.67","0.56","165","0.16","2017-03-01"
"SmashZombies","0","0","12","0","0.47","0.47","0.04","0.02","50.0","0.13","0.03","123","0.21","2017-03-01"
"Friday Night Bullet Arena","0","0","6","0","0.36","0.36","0.06","N/A","0.0","1.74","0.37","46","0.16","2017-03-01"
"Numberline","0","0","5","0","0.25","0.25","0.05","0.04","20.0","0.14","0.03","650","0.13","2017-03-01"
"Shoot Paint","0","0","12","0","0.43","0.43","0.04","0.04","0.0","0.05","0.03","102","0.21","2017-03-01"
"Turn Around","0","0","5","0","0.27","0.27","0.05","0.03","40.0","0.21","0.03","634","0.13","2017-03-01"
"Armored Gear","0","0","5","0","0.32","0.32","0.06","0.04","33.3","0.04","0.03","176","0.16","2017-03-01"
"Fishermurs","0","0","5","0","0.66","0.66","0.13","N/A","0.0","9.23","9.23","11","0.34","2017-03-01"
"Beauty Bounce","0","0","6","0","2.73","2.73","0.46","0.39","15.2","4.20","5.52","22","1.20","2017-03-01"
"REVENGE: First Blood","0","0","5","0","0.23","0.23","0.05","0.05","0.0","0.04","0.05","379","0.13","2017-03-01"
"HELLION","0","0","6","0","0.70","0.70","0.12","0.29","-141.7","1.75","3.77","93","0.31","2017-03-01"
"Chowdertwo","0","0","7","0","0.37","0.37","0.05","0.14","-180.0","0.36","0.43","46","0.17","2017-03-01"
"Sleengster 2","0","0","9","0","0.62","0.62","0.07","0.06","14.3","0.09","1.77","32","0.30","2017-03-01"
"River City Ransom: Underground","0","0","15","0","1.09","1.09","0.07","0.15","-114.3","2.17","2.37","90","0.49","2017-03-01"
"Flix and Chill","0","0","7","0","0.62","0.62","0.09","0.21","-133.3","0.13","0.19","23","0.31","2017-03-01"
"BRAIN / OUT","0","0","6","0","1.88","1.88","0.31","0.29","6.5","2.70","2.13","16","0.81","2017-03-01"
"Magazime Editor","0","0","5","0","0.27","0.27","0.05","0.03","40.0","0.04","0.03","133","0.13","2017-03-01"
"Downward","0","0","5","0","1.50","1.50","0.30","N/A","0.0","0.89","1.49","14","0.78","2017-03-01"
"Space Fuss","0","0","6","0","0.46","0.46","0.08","0.14","-75.0","0.49","3.45","27","0.21","2017-03-01"
"Drop Hunt","0","0","5","0","0.26","0.26","0.05","0.05","0.0","0.04","0.03","406","0.13","2017-03-01"
"Schacht","0","0","7","0","1.53","1.53","0.22","N/A","0.0","0.00","0.00","6","0.77","2017-03-01"
"Legions of Tyrandel","0","0","6","0","1.62","1.62","0.27","N/A","0.0","0.00","0.00","1","0.23","2017-03-01"
"Blossom Tales: The Sleeping King","0","0","8","0","0.79","0.79","0.10","N/A","0.0","0.00","0.00","16","0.35","2017-03-01"
"Shadows of Adam","0","0","6","0","0.92","0.92","0.15","N/A","0.0","0.00","0.00","14","0.39","2017-03-01"
"Runeyana","0","0","9","0","0.48","0.48","0.05","0.05","0.0","0.47","0.67","50","0.22","2017-03-01"
"TrickStyle","0","0","9","0","3.36","3.36","0.37","N/A","0.0","0.00","0.00","3","1.29","2017-03-01"
"Space Ripper","0","0","6","0","1.65","1.65","0.27","0.24","11.1","0.60","5.00","9","0.70","2017-03-01"
"Rogue'n Roll","0","0","10","0","0.48","0.48","0.05","0.41","-720.0","1.69","3.89","26","0.22","2017-03-01"
"The Survey","0","0","5","0","0.85","0.85","0.17","1.67","-882.4","0.00","0.00","6","0.44","2017-03-01"
"Hollow Knight","0","0","9","0","1.48","1.48","0.16","0.27","-68.8","0.69","2.41","135","0.70","2017-03-01"
"Mad Dojo","0","0","5","0","0.32","0.32","0.06","0.33","-450.0","0.00","0.00","23","0.16","2017-03-01"
"Awaken","0","0","7","0","1.44","1.44","0.21","N/A","0.0","0.00","0.00","4","0.73","2017-03-01"
"Shining Plume 2","0","0","5","0","0.68","0.68","0.14","0.13","7.1","0.00","0.04","14","0.37","2017-03-01"
"rooMaze","0","0","5","0","0.56","0.56","0.11","0.14","-27.3","0.56","0.19","19","0.29","2017-03-01"
"BOOR","0","0","5","0","0.79","0.79","0.16","N/A","0.0","0.11","2.18","7","0.42","2017-03-01"
"The Shadows of Pygmalion","0","0","8","0","2.17","2.17","0.27","0.29","-7.4","1.60","4.34","22","0.94","2017-03-01"
"Planetoid","0","0","5","0","0.28","0.28","0.06","0.09","-50.0","0.59","0.75","40","0.16","2017-03-01"
"Bang Bang Fruit","0","0","5","0","0.48","0.48","0.10","0.07","30.0","0.06","0.07","33","0.26","2017-02-24"
"Choppa","0","0","6","0","0.83","0.83","0.14","0.17","-21.4","0.72","1.22","9","0.37","2017-02-24"
"Stereo Aereo","0","0","5","0","1.15","1.15","0.23","N/A","0.0","0.00","0.00","10","0.60","2017-02-24"
"The Inner Darkness","0","0","5","0","2.27","2.27","0.45","N/A","0.0","0.07","10.41","6","1.17","2017-02-24"
"City Climber","0","0","5","0","0.63","0.63","0.13","0.03","76.9","0.00","1.11","10","0.34","2017-02-24"
"REED","0","0","5","0","0.23","0.23","0.05","0.03","40.0","0.03","0.03","369","0.13","2017-02-24"
"Oracle","0","0","6","0","2.87","2.87","0.48","0.17","64.6","1.25","1.41","10","1.25","2017-02-24"
"Four Last Things","0","0","7","0","1.24","1.24","0.18","N/A","0.0","1.22","1.47","18","0.63","2017-02-24"
"Atlas Reactor","0","0","6","0","1.59","1.59","0.26","0.45","-73.1","1.35","2.44","39","0.68","2017-02-24"
"DYE","0","0","6","0","1.07","1.07","0.18","N/A","0.0","0.00","0.00","5","0.47","2017-02-24"
"Leaving Lyndow","0","0","7","0","1.40","1.40","0.20","N/A","0.0","0.11","0.61","15","0.70","2017-02-24"
"Sakura Magical Girls","0","0","8","0","2.53","2.53","0.32","0.32","0.0","0.34","3.61","46","1.11","2017-02-23"
"Death's Life","0","0","14","0","1.30","1.30","0.09","0.74","-722.2","0.00","5.17","12","0.55","2017-02-23"
"Wave Magic VR","0","0","5","0","0.46","0.46","0.09","0.10","-11.1","23.48","1.29","25","0.23","2017-02-23"
"Husk","0","0","7","0","0.35","0.35","0.05","0.03","40.0","0.04","0.07","138","0.17","2017-02-23"
"Moccasin","0","0","5","0","0.24","0.24","0.05","0.03","40.0","0.04","0.03","383","0.13","2017-02-23"
"Absoloot","0","0","5","0","0.30","0.30","0.06","0.03","50.0","0.11","0.03","197","0.16","2017-02-23"
"You Deserve","0","0","5","0","0.42","0.42","0.08","0.06","25.0","0.60","1.02","25","0.21","2017-02-23"
